Index,Team,GP,GS,Mins,G,A,S,SOT,KP,Tackles,FC,FS,OFF,YC,RC,P
55,Angel City FC,14,6,599,2,1,12,10,1,2,4,8,2,0,0,F
70,NJ/NY Gotham FC,8,6,592,3,0,14,11,0,7,3,12,2,1,0,F
75,Chicago Red Stars,7,6,413,0,0,1,0,0,6,3,7,1,0,0,F
98,Washington Spirit,13,6,610,0,0,2,0,0,1,8,4,0,1,0,D
108,Bay FC,6,6,540,1,0,3,1,0,1,1,2,0,1,0,D
119,NJ/NY Gotham FC,10,6,516,0,0,0,0,0,4,8,2,0,1,0,D
156,Racing Louisville FC,13,6,562,0,0,3,0,0,7,6,2,2,1,0,D
164,Portland Thorns,20,6,765,1,0,3,2,0,31,8,6,1,0,0,D
218,Racing Louisville FC,17,6,678,1,0,17,8,0,15,24,11,5,4,0,M
229,NJ/NY Gotham FC,7,6,552,1,2,10,7,2,6,5,5,0,0,0,M
249,North Carolina Courage,26,6,720,2,0,6,4,0,14,10,32,0,0,0,M
254,Houston Dash,6,6,469,0,0,2,0,0,9,12,0,0,2,0,M
358,Kansas City Current,18,6,576,1,0,13,5,0,15,9,5,1,0,0,M
368,North Carolina Courage,8,6,461,1,0,7,2,0,6,2,9,0,0,0,M
404,North Carolina Courage,19,6,576,0,1,3,1,1,9,5,21,8,1,0,M
423,Washington Spirit,13,6,585,1,0,4,2,0,7,13,3,0,2,0,M
445,Bay FC,8,6,415,0,0,1,1,0,3,6,1,0,1,0,D
459,Houston Dash,8,6,542,0,0,1,0,0,7,7,7,1,2,0,D
475,Seattle Reign,7,6,477,0,0,0,0,0,6,9,1,0,1,0,D
486,Racing Louisville FC,8,6,591,0,0,0,0,0,3,1,2,1,0,0,D
517,Orlando Pride,9,6,618,0,0,3,1,0,1,4,1,0,1,0,D
545,Seattle Reign,21,6,535,1,0,16,4,0,7,7,1,1,0,0,F
571,Chicago Red Stars,7,6,530,3,0,8,3,0,14,11,10,3,0,1,F
598,Portland Thorns,19,6,741,2,1,21,15,1,22,12,8,6,2,0,F
608,Washington Spirit,15,6,745,5,3,15,11,3,9,5,6,1,0,0,F
645,Houston Dash,16,6,727,1,1,9,6,1,7,4,6,3,0,0,F
4,San Diego Wave FC,22,7,693,2,2,18,10,2,5,19,2,4,1,0,F
27,Angel City FC,19,7,714,3,1,16,10,1,8,19,11,6,3,0,F
38,Angel City FC,18,7,729,1,0,6,2,0,16,16,15,0,0,0,F
42,North Carolina Courage,17,7,642,1,1,5,2,1,6,12,4,4,0,0,F
115,San Diego Wave FC,10,7,696,2,0,3,2,0,5,8,1,0,1,0,D
150,Utah Royals FC,15,7,705,0,0,1,0,0,11,3,8,0,0,0,D
157,Bay FC,9,7,698,0,1,1,0,1,9,5,10,0,2,0,D
162,Orlando Pride,7,7,610,1,0,7,4,0,9,6,1,0,1,0,D
211,Angel City FC,7,7,574,1,0,5,2,0,4,15,4,0,1,0,M
212,NJ/NY Gotham FC,21,7,879,0,1,3,3,1,21,19,9,4,4,0,M
231,Angel City FC,17,7,685,1,4,8,5,4,13,13,7,3,2,0,M
232,Orlando Pride,15,7,561,0,0,1,1,0,9,8,5,0,0,0,M
238,North Carolina Courage,7,7,544,1,1,9,5,1,7,5,10,1,2,0,M
429,Seattle Reign,15,7,766,0,0,3,0,0,13,10,7,0,1,0,M
561,Angel City FC,21,7,679,1,0,16,7,0,7,14,4,8,3,0,F
562,San Diego Wave FC,17,7,626,2,0,17,9,0,2,17,5,12,1,0,F
563,San Diego Wave FC,10,7,639,2,3,9,6,3,8,4,7,1,0,0,F
637,Utah Royals FC,7,7,511,1,0,13,9,0,8,12,12,2,2,0,F
41,San Diego Wave FC,17,8,873,2,1,10,7,1,9,17,5,14,2,0,F
155,NJ/NY Gotham FC,15,8,652,0,0,6,2,0,8,14,9,3,3,0,D
160,Utah Royals FC,17,8,856,1,1,4,1,1,15,18,23,0,4,0,D
163,Angel City FC,9,8,793,0,0,1,1,0,8,3,5,1,0,0,D
171,Kansas City Current,11,8,695,1,0,4,2,0,7,3,1,0,1,0,D
175,Houston Dash,12,8,741,0,0,1,1,0,10,1,2,0,0,0,D
207,Angel City FC,12,8,581,0,0,5,1,0,9,9,11,3,0,0,M
223,Portland Thorns,12,8,632,1,0,2,2,0,7,3,9,0,0,0,M
258,Angel City FC,14,8,658,1,0,6,2,0,14,12,14,1,1,0,M
316,Seattle Reign,9,8,750,0,0,0,0,0,0,2,2,0,2,0,G
333,Seattle Reign,20,8,687,1,0,4,2,0,16,3,6,1,2,0,M
399,Angel City FC,13,8,706,0,0,2,1,0,7,11,10,0,4,0,M
402,Utah Royals FC,11,8,652,0,0,3,1,0,12,20,5,0,2,0,M
414,Washington Spirit,10,8,775,2,1,10,5,1,16,5,12,0,1,0,M
434,North Carolina Courage,21,8,835,1,0,2,1,0,15,9,5,0,0,0,M
436,Angel City FC,10,8,746,0,1,8,1,1,15,12,5,0,2,0,M
451,NJ/NY Gotham FC,22,8,898,0,2,5,1,2,10,22,12,0,3,1,D
461,Seattle Reign,10,8,717,0,1,3,1,1,9,6,4,3,0,0,D
497,Orlando Pride,13,8,696,0,0,0,0,0,9,13,8,0,1,1,D
506,Washington Spirit,9,8,764,0,0,1,1,0,7,7,3,0,1,0,D
539,San Diego Wave FC,15,8,725,0,0,0,0,0,7,2,1,1,1,0,D
594,Utah Royals FC,9,8,665,4,0,13,11,0,5,15,6,2,1,0,F
634,North Carolina Courage,22,8,781,3,1,7,4,1,18,22,8,8,4,0,F
640,Portland Thorns,23,8,938,5,2,26,18,2,1,6,9,4,1,0,F
54,Seattle Reign,14,9,664,0,0,8,3,0,8,6,8,7,1,0,F
161,Houston Dash,9,9,793,1,0,1,1,0,6,10,1,0,0,0,D
170,Portland Thorns,10,9,671,0,0,3,0,0,3,0,2,0,0,0,D
233,Bay FC,10,9,796,0,4,4,1,4,10,12,3,0,1,0,M
266,North Carolina Courage,10,9,633,1,0,3,2,0,11,9,3,0,1,0,M
287,Seattle Reign,9,9,810,0,0,0,0,0,0,0,2,0,0,0,G
338,Chicago Red Stars,18,9,791,1,0,3,1,0,21,15,11,0,2,0,M
405,North Carolina Courage,20,9,764,3,2,14,9,2,4,14,8,1,0,0,M
473,NJ/NY Gotham FC,18,9,902,1,2,4,2,2,15,7,12,1,3,0,D
479,Houston Dash,11,9,804,0,0,3,3,0,5,3,0,0,1,0,D
518,Chicago Red Stars,9,9,801,1,0,5,2,0,15,6,4,0,0,0,D
592,Washington Spirit,10,9,735,0,2,24,14,2,12,15,15,5,2,1,F
617,Kansas City Current,15,9,794,2,2,17,8,2,12,15,3,12,0,0,F
18,Chicago Red Stars,20,10,961,3,0,13,4,0,11,14,29,0,2,0,F
33,Angel City FC,18,10,918,3,2,12,6,2,12,4,15,3,0,0,F
131,Racing Louisville FC,16,10,958,0,0,0,0,0,8,6,0,0,1,0,D
235,NJ/NY Gotham FC,11,10,939,1,0,3,2,0,18,6,2,0,2,0,M
255,Seattle Reign,18,10,875,1,2,3,1,2,10,7,4,0,1,0,M
272,Orlando Pride,13,10,806,0,3,8,3,3,8,4,14,1,0,0,M
274,San Diego Wave FC,11,10,856,0,0,9,4,0,10,6,3,1,2,0,M
290,Utah Royals FC,10,10,929,0,0,0,0,0,0,1,3,0,1,1,G
294,NJ/NY Gotham FC,10,10,900,0,0,0,0,0,0,0,2,0,1,0,G
329,Bay FC,17,10,915,3,2,10,5,2,22,8,3,0,2,0,M
339,Racing Louisville FC,14,10,826,1,2,14,6,2,16,17,11,0,3,0,M
366,Angel City FC,19,10,975,1,0,11,6,0,12,8,29,1,1,0,M
378,Chicago Red Stars,24,10,1128,3,2,18,11,2,19,24,10,7,1,0,M
400,Chicago Red Stars,19,10,975,1,1,10,2,1,14,16,8,1,2,0,M
438,Utah Royals FC,10,10,846,2,3,14,9,3,18,12,6,0,1,0,M
467,Houston Dash,11,10,913,0,0,5,0,0,17,6,26,1,1,0,D
472,Utah Royals FC,12,10,894,0,0,1,0,0,19,16,9,0,3,0,D
535,Angel City FC,15,10,887,0,1,3,2,1,23,8,11,0,1,0,D
537,Angel City FC,17,10,824,1,2,9,7,2,16,12,5,1,0,0,D
551,Houston Dash,12,10,840,2,0,5,3,0,16,18,11,2,3,0,F
588,Racing Louisville FC,12,10,756,5,0,15,7,0,15,17,15,2,2,0,F
607,San Diego Wave FC,13,10,846,0,1,22,13,1,4,14,13,6,1,0,F
609,Utah Royals FC,18,10,979,0,0,13,8,0,6,5,9,4,0,0,F
43,Houston Dash,17,11,905,1,2,31,18,2,3,16,4,8,0,0,F
50,NJ/NY Gotham FC,15,11,977,4,4,27,17,4,10,15,11,5,4,0,F
104,Houston Dash,12,11,989,0,0,2,1,0,21,12,9,0,1,0,D
114,NJ/NY Gotham FC,16,11,1043,0,1,4,1,1,12,4,17,0,1,0,D
145,Seattle Reign,12,11,974,0,1,1,0,1,20,11,7,0,2,0,D
168,Kansas City Current,22,11,1250,3,2,8,4,2,20,11,16,1,3,0,D
205,Kansas City Current,11,11,961,0,2,13,7,2,11,15,15,1,1,0,M
208,Orlando Pride,16,11,832,2,3,16,6,3,6,12,11,4,2,0,M
326,Kansas City Current,11,11,990,0,0,0,0,0,0,0,4,0,0,0,G
341,Washington Spirit,25,11,987,1,0,13,7,0,25,16,5,1,0,0,M
367,Orlando Pride,19,11,869,0,0,7,3,0,14,10,6,0,3,0,M
371,Chicago Red Stars,11,11,939,0,0,4,0,0,8,1,5,1,0,0,M
442,Kansas City Current,19,11,1063,1,0,2,1,0,6,9,7,0,0,0,D
511,Portland Thorns,19,11,1011,0,0,2,0,0,18,11,11,0,0,0,D
524,Kansas City Current,11,11,926,1,0,4,3,0,15,9,10,0,2,0,D
596,Seattle Reign,23,11,1170,3,1,17,5,1,18,14,24,6,0,0,F
646,NJ/NY Gotham FC,18,11,1057,4,3,34,16,3,26,15,5,4,1,0,F
649,Kansas City Current,16,11,868,5,4,25,10,4,12,14,17,4,0,0,F
6,San Diego Wave FC,22,12,1205,3,2,25,15,2,10,10,16,3,1,0,F
52,Kansas City Current,14,12,861,2,0,13,8,0,1,6,11,2,1,0,F
59,Bay FC,13,12,804,1,2,13,5,2,7,6,7,5,0,0,F
93,Kansas City Current,13,12,963,0,0,5,2,0,7,5,6,1,1,0,D
152,Orlando Pride,15,12,1102,0,0,2,1,0,13,6,4,0,3,0,D
226,Washington Spirit,13,12,916,0,1,4,1,1,18,10,9,0,1,0,M
242,NJ/NY Gotham FC,14,12,1098,0,2,13,3,2,15,8,13,0,0,0,M
245,Portland Thorns,22,12,1205,2,3,24,13,3,16,8,8,4,1,0,M
273,Seattle Reign,19,12,1086,1,0,5,3,0,14,5,6,1,0,0,M
288,Kansas City Current,12,12,1080,0,0,0,0,0,1,0,4,0,1,0,G
342,Bay FC,21,12,1079,2,1,26,11,1,15,8,14,0,1,0,M
355,NJ/NY Gotham FC,20,12,1059,1,2,12,9,2,30,14,10,9,2,0,M
359,Racing Louisville FC,24,12,1128,1,1,16,10,1,27,51,37,6,10,0,M
377,Seattle Reign,15,12,895,1,0,6,3,0,19,14,1,1,1,1,M
387,North Carolina Courage,18,12,1141,2,1,20,7,1,12,14,25,2,0,0,M
412,Houston Dash,15,12,1021,0,1,6,2,1,21,15,5,0,2,0,M
435,Portland Thorns,15,12,1020,4,0,27,16,0,12,10,4,2,0,0,M
441,Kansas City Current,19,12,1216,1,3,3,2,3,14,8,0,0,0,0,D
457,NJ/NY Gotham FC,12,12,979,0,0,0,0,0,17,12,11,0,3,0,D
481,NJ/NY Gotham FC,17,12,1115,1,0,2,1,0,8,10,8,0,2,0,D
482,Seattle Reign,19,12,1185,0,0,6,1,0,14,4,2,3,0,0,D
487,Bay FC,18,12,1109,0,2,2,1,2,22,11,6,2,1,0,D
510,Portland Thorns,13,12,1018,0,2,4,0,2,9,11,4,0,1,0,D
538,San Diego Wave FC,13,12,1008,1,0,5,1,0,10,6,17,0,1,0,D
587,San Diego Wave FC,19,12,855,2,0,15,8,0,13,8,10,4,0,0,F
625,Racing Louisville FC,26,12,1480,5,1,30,18,1,26,23,10,9,2,0,F
632,Kansas City Current,20,12,919,1,2,14,8,2,8,6,11,1,1,0,F
643,Orlando Pride,25,12,1081,3,4,26,14,4,17,15,15,14,1,0,F
13,Seattle Reign,21,13,1307,6,2,20,10,2,16,22,31,7,3,0,F
16,Angel City FC,21,13,1177,4,2,15,9,2,15,17,12,7,1,0,F
25,Portland Thorns,20,13,1037,3,1,20,10,1,10,4,3,1,0,0,F
40,Houston Dash,17,13,1013,4,1,23,9,1,8,15,14,3,1,1,F
140,Seattle Reign,13,13,1120,0,0,1,0,0,6,8,6,0,1,0,D
147,San Diego Wave FC,14,13,1170,1,0,4,1,0,16,10,6,1,4,0,D
185,Bay FC,18,13,1083,1,0,16,8,0,23,15,4,3,4,0,M
234,Kansas City Current,19,13,1280,2,0,5,2,0,11,21,12,0,4,0,M
276,Orlando Pride,16,13,1106,0,1,2,0,1,7,8,9,0,0,0,M
364,Chicago Red Stars,17,13,1156,1,0,4,1,0,21,17,9,0,2,0,M
374,Seattle Reign,20,13,1177,0,1,11,2,1,28,27,29,2,8,0,M
393,Washington Spirit,23,13,1212,1,1,5,1,1,22,10,3,0,3,0,M
408,Seattle Reign,15,13,1078,0,0,5,2,0,17,8,10,0,0,0,M
411,Angel City FC,20,13,1139,1,0,12,6,0,22,30,19,0,3,0,M
477,Utah Royals FC,13,13,1107,1,0,4,2,0,18,14,7,1,1,0,D
504,Chicago Red Stars,17,13,1133,0,0,1,1,0,27,11,6,1,1,0,D
581,Bay FC,19,13,1179,1,2,21,11,2,21,13,14,5,0,0,F
627,San Diego Wave FC,22,13,1252,4,1,20,12,1,23,14,23,1,1,0,F
8,Utah Royals FC,22,14,1155,3,0,18,12,0,11,10,8,5,1,0,F
22,North Carolina Courage,20,14,1214,6,0,32,16,0,9,17,10,16,3,0,F
37,Portland Thorns,18,14,1283,11,5,60,39,5,9,15,27,11,2,0,F
45,Bay FC,16,14,1184,3,1,22,12,1,8,16,20,1,3,0,F
92,Orlando Pride,20,14,1256,1,0,22,12,0,25,20,10,1,1,0,D
123,Angel City FC,20,14,1285,1,1,8,2,1,20,20,4,0,3,0,D
191,Bay FC,20,14,1274,0,2,4,2,2,24,9,14,0,1,0,M
206,Racing Louisville FC,20,14,1306,0,0,15,6,0,15,9,16,1,2,0,M
224,Seattle Reign,16,14,1304,0,0,15,7,0,36,32,26,1,4,0,M
353,Angel City FC,18,14,1171,1,3,13,10,3,13,21,23,0,2,0,M
356,Orlando Pride,24,14,1349,0,1,1,0,1,24,3,4,0,1,0,M
453,Utah Royals FC,21,14,1321,0,0,1,1,0,30,4,14,0,1,0,D
485,Houston Dash,16,14,1239,1,1,5,3,1,9,9,15,0,2,0,D
522,Utah Royals FC,14,14,1260,0,1,4,0,1,7,6,10,0,1,0,D
549,Houston Dash,24,14,1347,0,1,16,6,1,8,17,18,11,3,0,F
552,Racing Louisville FC,16,14,1051,1,1,18,5,1,9,4,11,11,0,0,F
611,Houston Dash,21,14,1065,2,1,7,5,1,8,16,13,2,2,0,F
17,Racing Louisville FC,21,15,1212,4,1,27,13,1,5,12,4,14,1,0,F
23,Houston Dash,20,15,1332,3,0,25,12,0,9,14,9,4,0,0,F
36,Seattle Reign,18,15,1195,4,5,33,18,5,8,17,24,9,2,0,F
159,Racing Louisville FC,18,15,1242,1,0,4,2,0,11,13,9,0,1,1,D
166,Angel City FC,19,15,1326,1,0,3,2,0,32,17,10,1,3,0,D
192,Chicago Red Stars,19,15,1334,0,5,10,2,5,24,17,22,1,3,0,M
278,North Carolina Courage,21,15,1448,0,1,8,3,1,15,21,18,2,2,0,M
301,NJ/NY Gotham FC,15,15,1349,0,0,0,0,0,0,0,3,0,0,0,G
330,Houston Dash,24,15,1186,1,1,14,8,1,20,31,28,3,3,0,M
478,Angel City FC,23,15,1381,0,0,6,2,0,15,21,10,0,5,0,D
534,Utah Royals FC,15,15,1318,2,1,10,4,1,11,25,11,0,5,0,D
559,Chicago Red Stars,24,15,1377,1,2,18,6,2,11,20,24,5,4,0,F
582,Bay FC,22,15,1404,4,3,21,9,3,18,23,13,6,6,0,F
5,Angel City FC,22,16,1379,6,0,31,12,0,14,20,6,11,2,0,F
10,NJ/NY Gotham FC,22,16,1307,4,1,16,8,1,19,26,14,0,1,0,F
34,Bay FC,18,16,1141,0,0,6,4,0,24,18,20,11,3,0,F
125,NJ/NY Gotham FC,16,16,1391,0,0,4,1,0,14,10,0,0,2,0,D
141,Houston Dash,17,16,1387,0,0,2,1,0,12,12,11,0,0,1,D
143,NJ/NY Gotham FC,18,16,1352,0,1,2,0,1,20,18,17,1,3,0,D
178,Angel City FC,19,16,1288,3,1,21,10,1,22,18,11,4,2,0,D
228,Kansas City Current,17,16,1448,2,1,16,6,1,20,12,41,2,2,0,M
268,Portland Thorns,19,16,1372,6,3,24,12,3,23,12,18,0,3,0,M
302,Seattle Reign,16,16,1440,0,0,0,0,0,0,0,3,0,0,0,G
337,Washington Spirit,17,16,1389,5,10,19,10,10,21,11,26,4,1,0,M
389,San Diego Wave FC,20,16,1449,1,1,12,5,1,15,14,29,4,3,0,M
440,Chicago Red Stars,17,16,1449,0,1,2,1,1,9,8,3,2,3,0,D
531,Chicago Red Stars,16,16,1440,1,2,9,4,2,10,13,5,1,3,0,D
540,Kansas City Current,25,16,1601,1,0,9,5,0,30,14,14,3,3,0,D
633,Angel City FC,24,16,1625,0,0,7,5,0,31,23,30,2,4,0,F
2,Seattle Reign,23,17,1663,5,0,27,16,0,11,23,27,8,1,0,F
12,Kansas City Current,21,17,1634,3,1,32,16,1,26,28,29,7,5,0,F
19,Angel City FC,20,17,1347,3,5,23,10,5,18,13,13,5,0,0,F
35,Orlando Pride,18,17,1445,4,4,21,15,4,16,18,23,2,1,0,F
128,Portland Thorns,22,17,1576,1,0,10,6,0,24,11,7,0,4,1,D
149,Bay FC,18,17,1521,0,0,1,0,0,16,6,1,0,0,0,D
193,Racing Louisville FC,18,17,1459,1,0,23,10,0,23,20,28,0,4,0,M
198,Utah Royals FC,22,17,1512,2,1,13,5,1,38,35,19,0,2,0,M
203,Kansas City Current,18,17,1526,9,2,31,17,2,11,13,11,5,1,0,M
236,Kansas City Current,18,17,1432,0,2,13,6,2,19,31,13,2,3,0,M
277,Racing Louisville FC,18,17,1311,2,2,18,9,2,11,8,7,3,2,0,M
311,Kansas City Current,17,17,1530,0,0,0,0,0,1,1,0,0,1,0,G
347,Houston Dash,24,17,1595,4,2,23,9,2,35,50,32,8,6,0,M
360,Seattle Reign,18,17,1400,0,3,10,6,3,18,12,25,1,0,0,M
363,Utah Royals FC,23,17,1537,1,2,12,6,2,18,21,10,3,4,0,M
386,Chicago Red Stars,20,17,1527,0,2,2,1,2,22,11,7,0,2,0,M
443,Seattle Reign,21,17,1497,0,0,1,0,0,14,8,5,0,1,0,D
495,Bay FC,23,17,1471,0,0,5,2,0,39,18,21,1,2,0,D
569,Kansas City Current,23,17,1502,3,3,24,11,3,24,29,30,3,2,0,F
572,San Diego Wave FC,24,17,1419,3,1,20,7,1,15,11,16,2,0,0,F
584,Seattle Reign,18,17,1509,3,1,27,15,1,15,15,19,2,2,0,F
630,Portland Thorns,25,17,1317,4,1,20,12,1,10,10,9,5,2,0,F
635,NJ/NY Gotham FC,24,17,1325,7,4,23,12,4,18,32,26,4,1,0,F
20,NJ/NY Gotham FC,20,18,1468,6,2,25,14,2,20,2,23,3,0,0,F
30,Houston Dash,19,18,1574,3,2,9,5,2,13,18,19,5,2,0,F
96,North Carolina Courage,18,18,1563,0,0,3,2,0,13,8,5,0,0,1,D
109,NJ/NY Gotham FC,18,18,1613,0,0,1,0,0,16,7,8,0,1,0,D
165,Utah Royals FC,19,18,1632,0,0,2,1,0,12,6,11,0,1,0,D
204,Racing Louisville FC,18,18,1588,5,2,37,14,2,20,32,67,1,5,1,M
209,NJ/NY Gotham FC,20,18,1427,5,2,27,20,2,27,14,23,7,0,0,M
262,NJ/NY Gotham FC,21,18,1509,1,2,18,5,2,13,22,14,3,0,0,M
289,Angel City FC,18,18,1620,0,0,0,0,0,0,1,1,0,3,0,G
310,Seattle Reign,18,18,1590,0,0,0,0,0,0,0,3,0,0,0,G
345,San Diego Wave FC,23,18,1558,0,0,11,3,0,23,18,31,0,3,0,M
380,NJ/NY Gotham FC,23,18,1596,8,1,48,31,1,26,10,11,3,1,0,M
397,Portland Thorns,23,18,1595,5,2,36,18,2,21,24,21,5,2,0,M
407,Houston Dash,23,18,1589,0,2,12,4,2,22,25,11,1,5,0,M
464,NJ/NY Gotham FC,21,18,1625,1,0,4,2,0,24,9,16,0,1,0,D
512,Racing Louisville FC,23,18,1699,0,0,4,1,0,16,10,3,0,3,0,D
525,Kansas City Current,22,18,1528,1,2,10,3,2,25,15,10,1,1,0,D
556,Racing Louisville FC,26,18,1611,4,3,36,14,3,10,8,18,6,1,0,F
558,Utah Royals FC,24,18,1674,2,0,31,13,0,5,18,9,8,2,0,F
583,North Carolina Courage,24,18,1471,3,1,26,10,1,11,21,19,10,2,0,F
590,Seattle Reign,23,18,1348,2,1,28,16,1,16,15,14,7,1,1,F
648,Orlando Pride,28,18,1407,5,2,17,10,2,17,17,41,1,0,0,F
1,Racing Louisville FC,25,19,1522,6,2,32,15,2,26,24,27,8,1,0,F
24,North Carolina Courage,20,19,1603,5,1,29,18,1,10,9,6,4,0,0,F
26,Orlando Pride,19,19,1645,6,4,41,25,4,17,20,35,5,2,0,F
28,North Carolina Courage,19,19,1621,10,3,43,21,3,11,19,29,11,3,0,F
29,San Diego Wave FC,19,19,1629,7,5,49,29,5,9,26,24,19,1,0,F
31,Washington Spirit,19,19,1635,5,2,51,31,2,21,31,31,9,3,1,F
100,NJ/NY Gotham FC,20,19,1688,2,1,5,3,1,22,17,15,1,2,0,D
118,North Carolina Courage,19,19,1603,0,2,6,2,2,14,14,20,2,0,1,D
129,Seattle Reign,20,19,1727,1,2,10,5,2,21,13,15,1,3,0,D
151,Chicago Red Stars,21,19,1787,1,1,3,1,1,30,20,9,0,3,0,D
158,Orlando Pride,20,19,1693,0,0,10,5,0,12,6,6,1,3,0,D
167,Kansas City Current,20,19,1701,0,0,2,1,0,15,7,13,0,2,0,D
182,Racing Louisville FC,20,19,1588,1,0,9,4,0,8,5,12,0,2,0,D
217,Seattle Reign,20,19,1565,4,1,32,13,1,12,7,15,3,2,0,M
269,Washington Spirit,19,19,1706,0,0,14,3,0,27,27,19,0,4,0,M
295,Orlando Pride,19,19,1623,0,0,0,0,0,0,1,2,0,0,1,G
331,Orlando Pride,24,19,1753,2,3,15,7,3,24,21,24,1,2,0,M
336,Bay FC,27,19,1778,1,2,18,5,2,24,12,18,1,1,0,M
348,Kansas City Current,24,19,1642,4,5,30,11,5,18,6,9,7,0,0,M
354,Orlando Pride,27,19,1449,2,1,25,14,1,19,17,23,2,3,0,M
425,Portland Thorns,22,19,1757,2,4,7,3,4,29,22,44,2,2,0,M
430,San Diego Wave FC,26,19,1887,1,0,17,4,0,22,18,8,0,3,0,M
484,Seattle Reign,19,19,1710,2,0,7,3,0,16,13,20,2,4,0,D
514,Bay FC,21,19,1768,1,1,10,4,1,15,23,13,0,2,0,D
520,Angel City FC,23,19,1793,0,0,8,3,0,23,7,6,0,3,0,D
580,Washington Spirit,27,19,1736,7,3,42,24,3,15,18,22,5,0,0,F
597,Angel City FC,25,19,1743,7,1,23,14,1,11,15,17,19,1,0,F
612,Houston Dash,24,19,1720,5,0,32,17,0,7,30,20,4,2,0,F
623,Washington Spirit,19,19,1341,8,2,38,22,2,10,17,25,11,1,0,F
631,Portland Thorns,20,19,1638,12,6,65,45,6,10,20,31,13,1,1,F
3,San Diego Wave FC,23,20,1585,6,3,35,19,3,19,21,25,0,2,0,F
15,North Carolina Courage,21,20,1574,4,1,27,15,1,23,38,7,9,3,0,F
120,San Diego Wave FC,20,20,1800,0,0,0,0,0,16,5,5,0,0,0,D
130,Houston Dash,20,20,1689,0,0,3,0,0,4,15,13,0,4,1,D
135,NJ/NY Gotham FC,20,20,1634,0,0,3,1,0,13,9,6,0,2,0,D
136,Washington Spirit,20,20,1711,0,2,4,2,2,18,12,21,2,0,0,D
137,Chicago Red Stars,22,20,1859,1,2,11,2,2,36,12,20,1,3,0,D
247,NJ/NY Gotham FC,23,20,1825,3,0,26,11,0,43,16,14,0,6,0,M
259,NJ/NY Gotham FC,24,20,1831,2,1,32,12,1,20,23,43,1,5,0,M
261,Houston Dash,20,20,1720,0,0,16,5,0,29,25,32,0,3,0,M
292,Washington Spirit,20,20,1799,0,0,0,0,0,2,0,3,0,0,0,G
297,Chicago Red Stars,20,20,1800,0,0,0,0,0,1,0,5,0,0,0,G
300,San Diego Wave FC,20,20,1799,0,0,0,0,0,0,1,7,0,0,1,G
349,Racing Louisville FC,21,20,1753,5,2,37,19,2,21,44,86,0,5,0,M
351,Racing Louisville FC,23,20,1761,1,2,8,4,2,8,2,10,1,0,0,M
462,Angel City FC,22,20,1595,1,1,12,4,1,45,25,16,0,5,0,D
474,San Diego Wave FC,20,20,1715,0,0,1,0,0,17,8,2,0,3,0,D
483,Portland Thorns,21,20,1809,0,2,3,0,2,20,22,6,0,6,0,D
513,Orlando Pride,26,20,1842,2,2,13,8,2,17,14,3,0,2,0,D
577,NJ/NY Gotham FC,23,20,1791,10,4,45,23,4,6,24,11,17,1,0,F
599,North Carolina Courage,22,20,1482,4,2,29,9,2,13,19,13,13,1,0,F
605,Utah Royals FC,22,20,1578,2,1,22,8,1,19,14,18,5,2,0,F
624,Chicago Red Stars,23,20,1340,7,0,15,9,0,14,15,11,2,0,0,F
9,San Diego Wave FC,22,21,1742,4,4,25,12,4,8,10,29,0,3,0,F
11,NJ/NY Gotham FC,22,21,1951,8,3,67,37,3,32,26,1,5,1,0,F
14,Washington Spirit,21,21,1833,1,1,15,3,1,19,17,10,0,4,0,F
106,Kansas City Current,21,21,1845,0,2,2,0,2,17,10,6,0,3,1,D
110,Utah Royals FC,22,21,1829,0,1,4,1,1,18,24,16,1,3,0,D
133,Portland Thorns,21,21,1714,0,3,7,2,3,15,13,17,2,2,0,D
154,Houston Dash,21,21,1864,1,0,12,3,0,27,16,7,0,3,0,D
241,Washington Spirit,21,21,1847,3,1,15,7,1,24,12,7,0,0,1,M
248,North Carolina Courage,21,21,1842,1,1,6,1,1,37,27,30,0,3,0,M
257,Chicago Red Stars,21,21,1830,1,0,6,3,0,27,21,16,1,2,0,M
283,Portland Thorns,21,21,1890,1,0,1,1,0,0,2,3,0,2,0,G
